rowno,category,title,content,count,start,end
977,행정/지방자치,딸 살해사건에 대한 재수사 실시 및 수사를 담당했던 검사와 경찰관에 대한 엄중한 징계 요청에 관한 청원," 피해자가 2018년 4월 1일(사건 발생 1일전) 신촌 등 6개 장소에서 면담한 당사자들인 증인들 전체가 피해자가 “가해자가 나를 살해협박하고 있다. 휴대폰 해킹을 하고 신촌 모텔 가서 죽으라고 했다. 도와달라”고 얘기했다고 증언, 진술하였습니다. 또한 피해자는 피해자의 지인들에게“가해자의 살해협박, 휴대폰 해킹 사실”을 증언. 진술하였습니다(청원인이 전체 녹취를 해 놓았습니다).

 가해자의 범행과 관련된 증거들과 혐의들이 명백하게 나와 있는데도, 수사 담당 검사와 경찰관들은 상부 공권력의 지시를 받아 가해자의 편에 서서 가해자를 비호하고, 가해자에 대한 수사를 고의로 회피하고, 가해자에 대한 수사를 전혀 하지 않은 채 사건 전체를 은폐하고 사건을 덮어 버렸습니다. 

 교체된 00경찰서 000 형사팀장은 2019. 2. 3.자 청원인과의 통화에서 “가해자에 대해 일체의 수사를 집행하지 않았다. 00경찰서 000형사팀장이 수사를 다 했다. 나는 000 형사팀장으로부터 받은 수사자료를 6개월간 ‘분석’만 했다”고 진술, 자백하였습니다(청원인이 녹취해 놓았습니다). 교체된 00경찰서 000 형사팀장은 “범인에 대해 수사를 다했다”는 허위로 작성된 허위 공문서(사건처리 중간통지1차,2차,3차)까지 세 차례 작성해서 저에게 통보했습니다.

 국과수 피해자법심리감정결과에서 피해자 사망사건 수사와 관련하여 “가해자의 피해자에 대한 해킹 및 협박여부를 확인, 수사해야 한다”는 결과가 나왔는 데도, 교체된 00경찰서 000 형사팀장과 가해자 고소사건을 담당한 00지청 000 검사와 000 검사의 수사지휘를 받은 00경찰서 000 형사팀장도 가해자에 대한 수사를 전혀 집행하지 않았습니다. 또한 0000지방경찰청 수사심의위원회는 2018. 8. 14.자로 교체된 00경찰서 000 형사팀장의 “허위공문서작성, 부당수사”에 대해서 수사심의결과로 “교체된 000 형사팀장의 가해자에 대한 수사가 미흡함. 000 형사팀장에 대하여 행정조치 할 것”을 지시하였는 데도, 교체된 000 형사팀장은 행정조치도 되지 않았고, 가해자에 대한 추가 수사를 전혀 집행하지 않았습니다.

 삼성화재는 본 사건에 대해 “피해자 상해사망”으로 결론을 내리고, 청원인이 청구한 보험금 전액을 지급하였습니다. 본 사건에 대해 “피해자 단순자살”로 수사를 종결한 00경찰서 000 형사팀장과 가해자 고소사건 수사 담당 00지청 000 검사의 수사 결정과는 정반대의 결론을 내렸습니다.

 청원인이 가해자, 수사 담당 경찰관들, 피해자 지인들 2인과 통화한 통화녹취록과 피해자가 만난 6곳 현장 증인들과 진정인과의 면담 녹취록, 00경찰서 허위공문서, 국과수 피해자 법심리감정결과, 0000경찰청 수사이의 심의결과, 삼성화재 ‘상해사망’ 보험금 지급사실안내 등의 명백한 증거들을 청원인이 확보해 놓았습니다.

 본 사건의 수사를 담당했던 검사와 경찰관들은 가해자에 대한 수사를 고의로 철저하게 집행하지 않고, 부당수사. 조작수사를 했습니다. 제 딸의 사망원인은 “단순자살”이 절대로 아닙니다. 국회에서 반드시 조사하시어 검찰에서 철저히 가해자에 대한 재수사를 하고, 수사 담당 검사, 경찰관들에 대하여 징계를 하여 주시기를 간곡히 청원드립니다.
",298,2023-06-14,2023-07-14
978,보건의료,간병서비스 제도 개선에 관한 청원,"지방의 중소도시에 거주하고 있습니다.

가족이 갑작스럽게 질병으로 입원이 결정되어 주보호자1명이 병원에서 상주를 해야 했습니다.(pcr검사는 48시간 유효) 
이에 간병인을 급히 파견받아 사용하게 되었는데 와서보니 77세 고령의 어르신이셨습니다. 환자는 정신이 있으시고 대소변관리가 스스로 가능하시는 분이셔서  24시간 간병비를 11만원으로 알고 주당 현금 계산으로 하기로 하고 사용를 하게 되었습니다. 그런데 오셔서 기저귀를 하고 있어서 1만원 더 주어야 한다고 하셨습니다. 대소변을 스스로 해결하시는 분이고 실례를 할까봐 그냥 하고 있다고 하니 그래도 기저귀를 하면 주셔야 한다고 해서 12만원으로 구두 계약을 하였습니다. 일주일분을 현금으로 매주 송금을 하였습니다. 그런데 2주가 되니 15일째는 쉬게 하지 않으면 유급수당으로  간병비를 더 주어야 한다고 하였습니다(2배임). 회사에서는 그렇게 가족에게 알려주었다고 했는데 가족은 이해를 다르게 하고 있었습니다.그런데 면회를 가니 환자는 '간병인의 행태'를 알려주시며 간병인이 없으면 좋겠다고 하십니다. 이후에도 환자에게 변동이 조금만 생기면 무조건 간병비용이 더 올라갑니다.

이러한 경험을 해보고 환자와 환자의 가족들은 고통스럽게 '간병인의 행태'를  알면서도 간병인에게는 철저하게 '을'의 입장이 되는것을 발견하였습니다.
간병인을 교체하려고 해도 대동소이 해서 고통은 오롯하게 환자와 가족의 몫일수 밖에 없습니다.
이에 다음과 같이 개선의 의견을 내고 싶습니다.

* 간병인 파견 회사 관리
1. 간병인 파견 회사는 간병인 매칭시 간병인의 이력을 가족에게 사전공지하여 환자 가족의 간병인 선택권을 보장해 주면 좋겠습니다. 

2. 간병인사용에 대한 안내문을 가족에게 서류로 전달해 주면 좋겠습니다.
   : 간병인 일당 계산에 대한 정확한 서류 안내문이 없이 구두로 설명해도 이해하는 사항이 모두 달라 서로 분쟁이 발생합니다.

3. 간병인사용 시작시점에 '간병인사용계약서'를 작성하게해 주면 좋겠습니다.
  :회사도 간병인과 가족들에게  합의해서 알아서 하라고 하고 간병인이 지속적인 인상요구를 하면 환자가족은 인상요구를 받아 들일수 밖에 없는 구조입니다. 특히 핵가족에 돌봄을 도와줄 가족이 없는 가족들은 더 심각합니다. 또한 간병인도 간병에 대한 권리를 보장받아야 합니다.

*간병인 관리
1. 간병인 사용이후 '간병인만족도 조사'를 할수 있도록 해주면 좋겠습니다. 
2. 간병인 사용중 의료진이 간병인의 행태를 보고 '간병인 사용중지'요청을 정식으로 할수 있도록 해주면 좋겠습니다.
3. 간병인의 외출기록부를 작성하도록 해 주시기 바랍니다.( 환자 및 환자가 불능일때는 의료진 확인)
4. 간병인 휴무를 의무로 지정해서 2주에 1일은 반드시 쉬게해 주시기 바랍니다.(간병인 건강 관리 필수)

간병보험출시로 많은분들이 간병인을 사용하게 되지만 질높은 간병인을 만나는게 너무 어려운 현실입니다.
부디 환자의 권익을 위해 중요한 일을 하시는 분들이 조금더 환자를 잘 돌볼수 있도록 제도가 지원하고  모니터링해 주시면 감사하겠습니다.",297,2023-08-23,2023-09-22
979,기타,이노그리드 상장 철회 사태와 관련한 한국거래소의 갑질에 관한 청원,"이노그리드는 2006년 설립되어 국내 기관투자자들의 자금 투자를 받아 연매출 200% 이상 성장중인 우수한 클라우드 기업체입니다.
회사의 추가적인 자금유치 등을 위하여 2023년 2월 17일 상장을 위하여 예비심사청구를 하였고, 2024년 1월 30일 한국거래소 코스닥시장 상장위원회의 심의와 의결을 거쳐 상장 예비심사 승인을 받았습니다.
하지만 이후 한국거래소의 7차례에 걸친 무리한 정정요구와 특히 6번째 정정 시에 추가 기재된 과거 최대주주와의 분쟁 '가능성'을 근거로 발행회사를 부당하게 압박하여 효력발생일 당일 2024년 6월 19일 자진철회를 종용하여 발행회사, 주관사, 수 많은 개인 및 기관투자자들에게 혼란을 일으키고 막심한 손해를 끼쳤습니다. 
정상적인 기업에 분쟁이 아닌 분쟁 '가능성'이 있다는 것을 근거로 본인들이 심사승인을 한 기업을 한국거래소의 지위를 이용하여 압박하여 결국 자진상장철회를 시켜 우수한 기업의 자금유치를 제한하고, 주식시장의 질서와 투자자의 예측가능성에 심각한 장애를 초래하는 사태를 일으켰습니다.
한국 주식시장의 발전과 투자자 보호, 우수한 기업들의 장기적인 성장을 위해 무한히 독점적인 지위를 남용하는 한국거래소의 갑질을 방지할 수 있는 대책을 촉구합니다.",297,2024-06-25,2024-07-25
980,재정/세제/금융/예산,사기 리딩방 피해자 구제에 관한 청원,"사기리링방으로초대받아 살람들이피해를보고있습니다
구제방법이없다보니  얘가탑니다
사기 리딩방  임금후 출금되면 추가 입금 요구하고  
출금을막아놓고하니 피해금액은 커질수밖에없습니다
보이싱피싱은 계좌지급정지되는데 이런경우안되니 손놓고있을수밖에없습니다
피해자 피해구제와 계좌지급정 원합니다
정말피해보는사람들이없도록  방안을마련해주세요
청원합니다 ",296,2022-11-03,2022-12-03
981,교육,"교육환경법 위반한 단란주점은 허가탈락, 학교와 66m 거리 나이트클럽은 허가통과 시킨 대구교육청 재심의에 관한 청원","교육환경법 제9조에 의하면 유해업종들은 어떠한 경우라도 학교 정화구역 200m 내 신규영업 허가를 받을 수 없습니다.

교육환경법에 따라 다른 영세 유흥업소들은 모두 허가 금지해놓고는, 학교와 더 가까운 나이트클럽은 영업시간과 초등학교의 등하교 시간이 겹치지 않고 주변에 유흥업소가 이미 있다는 황당한 이유로 해당 초등학교장의 허가 반대에도 심의를 통과시켰습니다.

초등학교 인근에 학원이 없어 방과후 지하철을 이용하는데, 나이트클럽이 지하철역 바로 앞에 있어서 교육환경에 악영향을 끼치는 유흥가로 만드는 것에 반대하며, 

이렇게 영업시간을 따진다면 앞으로 저녁에 영업하는 유흥업소들이 교육환경법을 무시하고 모두 허가되는 사례가 없도록 해야 합니다.

교육환경법을 위반하고 학생들에게 나쁜 영향을 미치는 나이트클럽 심의통과에 대한 재심의를 요청합니다.",296,2023-11-28,2023-12-31
982,재정/세제/금융/예산,주식 시장에서 상장 폐지 및 거래 정지 발생 시 기업 책임 파악을 위한 법률 개정 요청에 관한 청원,"

국내 주식 시장에서 불법을 저지른 자로 인해 주권이 거래정지 및 상장폐지로 이어지는 경우가 많습니다.
모든 피해는 내부의 사정을 모르는 선량한 투자자, 즉 개인 투자자들이 봅니다.
반면에 원인을 야기한 해당자는 법망을 피해 잘 살아가는 경우가 너무 많습니다.
그로 인해 국내 주권 시장에는 기업 사냥꾼들이 활개를 치고 다니고 있습니다.

그 원인은 현재의 법망이 해당 회사의 불법성을 개인 투자자들이 파헤치지 못하게 막아 놓고 있기때문입니다.

거래정지 및 상장폐지가 발생하면 소액 주주들은 연대를 결성합니다.
하지만 현재의 법률상 소액주주연대는 회사의 장부 및 주요 내용을 기업이 자발적으로 공개하지 않는 이상 열람할 방법이 전혀 없습니다.
주주연대를 결성해도 불법 행위를 저질렀을지도 모르는 회사가 하는말만 들어야하는 상황입니다.

이러한 불합리함을 개선해야합니다.
""상장폐지"" 및 ""거래정지"" 사유가 발생하면 소액주주 연대에서 기업의 불법행위를 찾아낼 수 있는 권리를 주어야합니다.
상폐 및 거래정지라는 특수 상황이 발생되면, 소액주주 연대가 회사의 장부 및 중요내용 공개를 요청하고 기업은 무조건적으로 해당 연대에 자료를 공개하도록 법률을 개정해야합니다.
개인 투자자가 자신의 재산을 적극적으로 지킬수 있는 최소한의 권리를 법적으로 만들어 줘야 합니다.
소액주주 연대의 주식 보유 비중도 최소한의 자격 요건으로만 하여,여러 연대가 회사의 불법성을 적극적으로 찾아낼 수 있게 해주어야합니다. 
그리하여 불법 행위를 찾아내고 해당자에게 책임을 묻고 해임 및 형사처벌로 이어지게 해야 합니다.

이러한 법률이 없기에 거래정지 기간동안 내부자들은 장부를 공개하지 않고 회사 자산을 빼돌리며 고의 상장폐지까지 이어지게 합니다.
고의 상폐가 마무리되면 불법을 야기한 회사와 해당자는 아무런 법적인 처벌도 받지 않습니다.
그리고 새로운 기업을 찾아 먹이감으로 물색하겠지요. 상폐기업에 동일한 인물들이 임원으로 반복적으로 있는 이유가 그 반증입니다.

그리고 새로운 임원 역시 연대에서 지정하는 사람으로 지정한 사람을 넣을 수 있는 권리도 주어야합니다.
견제할 수 있는 임원을 소액주주에서 선출하여 더이상 추가적인 불법행위가 일어나지 않도록 막아야합니다.
남아있는 자산을 지키고 회사 경영의 투명성을 확보하여 회사가 존속하는데 문제가 없도록, 새로운 임원을 내부자가 아닌 소액주주연대에서 선출할 수 있게해야 합니다.

현재 운영되고 있는 ""거래정지 및 상장폐지 제도""는 해당 종목의 소액주주 권리를 영구 박탈하여 불법행위를 한 회사와 관계자를 ""영구 사면""해주는꼴 밖에 안됩니다.
국내 시장은 아직도 기울어진 운동장입니다.
기업 사냥꾼들이 보호받고 있는 모순점을 개선하여 상폐 및 거래정지 사유가 나왔을 때, 개인 투자자들이 힘을 모아 불법성을 찾아내고,회사를 살릴 임원을 새로 선출하여 기업이 주권 시장에서 존속할 수 있게 해야합니다.
기업 사냥꾼들의 불법성으로 인해 개인 투자자들이 피눈물을 흘리지 않도록 법률을 개선해주길 바랍니다.
",293,2023-11-23,2023-12-26
983,재난/안전/환경,「하수도법」제33조 폐지（특정공산품 음식물분쇄기 전면 허용）에 관한 청원,"제안이유 및 주요내용

1. Disposer(디스포저) : 음식물쓰레기를 분쇄하여 물과함께 흘려보내는 주방가전기기로써, 디스포저의 원조는 미국이며, 전세계 선진국의 대부분의 가정에서 디스포저를 사용하고 있으며,  
2. 2018년기준 우리나라는 세계최고의 하수관거(93.9%)보급과 하수처리시스템으로, 디스포저를 사용하기에 세계최고의 환경이 조성되었습니다. 
현재 미국, 영국, 호주, 일본, 캐나다 등등 약 50여 국가에서 사용되고 있고, 34개국의 OECD국가중 22개국이 디스포저를 허용하고 있습니다. 
3. 음식물처리기 산업기술의 발전
2021년 현재 우리나라 음식물처리기와 관련한 기업은 200여개업체로써 10만명의 관련 종사원과 500만세대의 사용자가 있습니다.
2003년부터 음식물처리기와 관련한 특허, 실용신안, 상표등록등 지식컨텐처를 지속 개발하여, 세계 최고의 독보적인 음식물처리기 산업기술을 이루어 내었습니다. 이러한 기술력을 바탕으로 음식물처리기의 수입국가에서 수출국가로 도약하고 있습니다.

★ 음식물처리기 사용 전면허용 근거 ★
하수도법 제33조(특정공산품의 사용제한 등)① 환경부장관은 하수의 수질 악화 방지를 위하여 대통령령으로 정하는 특정공산품을 사용함으로 인하여 하수의 수질을 현저히 악화시키는 것으로 판단되는 때에는 관계행정기관의 장과 협의하여 해당 특정공산품의 제조·수입·판매하거나 사용의 금지 또는 제한을 명할수 있다.는 규정에 대하여,
1. 하수의 수질악화의 기준이 명확하지 않으며, 하수의 수질악화가 특정공산품의 사용으로 인한 원인인지 대한 사실관계가 없습니다. 
2. 대한민국의 하수관로(합류식및분류식) 보급률은 93.9%로 세계최고의 하수처리 시스템을 운영하고 있으며, 음식물쓰레기를 분쇄하여, 직방출한다해서, 하수수질악화에 아무런 영향을 주지않습니다.
3. 환경부는, 음식물쓰레기 수거업체의 이권으로, 음식물처리기는 분쇄해서 20%미만 버리도록 규정하여, 2021년 현재 음식물처리기를 제조·수입·판매하거나 사용하는 사람들을 불법인양 우롱하고 있습니다.
4. 우리나라의 음식물쓰레기 수거처리 방식을 음식물쓰레기가 발생하는곳에서 바로 분쇄처리하여, 하수처리장에서 정수처리하는 방식의 친환경처리하는 방식으로 바꾸어야합니다. 음식물처리기 사용은 가정위생과 국민행복증진을 위한 자유권입니다.
5. 세계 최고의 독보적인 음식물처리기 산업기술 육성발전
2012년 3월15일부터 발효된 한미 FTA 협정(공산품7,218개(85,6%)개방)준수를 하고 있으며, 음식물처리기는 국내에서 년간 50만명의 일자리와 년간 20조 이상의 경제 가치를 창조하고 있는 신기술입니다. 우리나라도 음식물처리기 산업의 신기술 특허발전으로 세계 시장의 수출길에 도약하고 있습니다. 

★ 결 론
1. 하수도법제33조의 특정공산품을 사용하여도, 하수의 수질이 현저히 악화되거나, 직접적인 사실관계가 없으며,
2. 음식물쓰레기를 새로운 친환경 처리방식을 도입하여,  현재 500만 사용자의 권익을 보호하여 국민건강과 가정 행복을 한층높혀 가고자함이며,
3. 음식물처리기 산업 신기술 특허로 년간 50만의 새로운 일자리와 20조이상의 경제 가치를 창출하는 음식물처리기 산업경제 기술을 육성시켜야 하겠습니다.

“하수도법제33조의 폐지를 청원합니다.”

(사)한국주방용 음식물분쇄기 협회 회원사 일동
음식물분쇄기를사랑하는모임(음사모) 회원일동
",291,2021-06-25,2021-07-27
984,인권/성평등/노동,유명무실한 직장내 괴롭힘 금지법의 체계화와 수사 강화에 관한 청원,"저의 억울함은 아래와 같습니다. 

저는 한달살기 국내 플랫폼 회사에서 서비스운영 팀장으로 근무하고 있습니다. (입사 후 1년이 넘었습니다.)
대표이사 포함 임원진 총 2명과의 갈등이 있었고 이에 직장 내 괴롭힘 사건으로 회사와 노동부에 진정서를 제출 하였습니다. 
그러나 고용노동부 통해 5/18(목) 불인정 통보를 받았습니다.
통보전까지 분리조치되어있다가 다음 업무일인 5/22(월) 사무실로 출근하였습니다.
출근일인 5/22(월) 저녁 9시에 대기발령 통보를 문자와 메일로 받았습니다.
사유는 횡령을 하기 위해 은폐한 행위, 부하직원들의 횡령을 방조한 혐의 였습니다. 

회사의 복지로 제공되는 '일주일살기' 지원금을 프로세스를 지키지 않고 사용했다며 이것은 횡령죄이며 그것을 제가 방조했다는 내용이었습니다.
횡령을 하기 위해 은폐했다는 혐의를 받고 있습니다.
또한, 이번 횡령죄(?) 이슈로 감사의 대상이 된 사람은 전체 직원이라 하였으나 횡령'죄'로 간주되어 징계대상이 된 사람은 저를 포함하여 함께 직장 내 괴롭힘 신고를 한 3인뿐이었습니다.

말도 안되는 징계 사유에 저희는 횡령죄 입증을 요구했습니다.
- 저는 ""나는 범죄자가 아니다"" 라고 소명 했습니다.
- 한 직원은 대표에게 ""일주일살기를 다녀오겠다"" 보고까지 했는데 대표가 알고 있는 횡령죄(?)가 되는지 소명했습니다.

그러나 회사는 오늘자로 대기발령 통보를 9일더 연장하였고 저희는 범죄자로 낙인되어 회사의 결정을 기다리고 있는 상태 입니다. 

횡령죄 방조, 횡령을 하기 위한 은폐라니요? 저는 범죄자 취급을 받고 있습니다. 

회사에서 복지로 제공된 금액만큼 승인하고 초과되는 비용은 개인이 추가 결제하는 구조입니다.
1) 모든 직원이 볼 수 있는 예약페이지에 '복지포인트 사용' 을 기재하였고,
2) 전사 직원이 볼 수 있는 일정 캘린더에 '한달살기' 표기를 부하 직원 모두 하였습니다.  

제가 직원의 횡령을 방조했고 관리 감독을 소홀히 했다고 합니다.
그렇다면 제가 징계를 받으면 저의 직속상사도 저와 같은 중징계를 받게 되는건가요?
모든것이 이상할정도로 저와 직장 내 괴롭힘 신고를 한 사람들에게만 죄의 초점이 맞춰져 있습니다.
어제 날짜로 대기발령이 9일더 연장되었다는 통보를 받았습니다. 이건 누가 봐도 '2차 가해'입니다. 

저는 이렇게 긴 시간동안 직장 내 괴롭힘을 당하였고 고용노동부에서 제대로만 조사했다면,
이런 2차 가해까지 당하는 일은 없었을거라 생각합니다.

직장 내 괴롭힘 관련하여 재진정을 할 생각입니다.
제 사건을 객관적으로 판단할수 있는 조사관이 필요합니다. 그런데 관례상 그게 어렵다고 하니 정말 답답합니다. 
폭행, 폭언, 성폭행등이 아니더라도 직장 내 괴롭힘은 충분히 일어날수 있고 이로 인해 사람이 힘들 수 있다는 것을 알아주셨으면 합니다.
실제로 저는 현재 이 사건으로 치료를 받고 있는 상태이며 우울증이 극에 달한 상태입니다.
매일 가슴이 답답하여 죽을듯한 고통이 반복되며 억울함과 분함 때문에 감정조절이 안되는 상태입니다.

제대로 조사할수 있는 기관이 필요합니다. 도와주세요. ",290,2023-06-07,2023-07-07
985,수사/법무/사법제도,외도로 인한 배우자 피해보상 및 법 개정 요청에 관한 청원,"1. 외도에 따른 법정 처벌이 너무 가법습니다
상간쪽 위자료 초대3000 이지만 보통1500 어떤 변호사 판사님을 배정 받는냐에 따라 희비가 갈립니다
법으로 위자료 최소5000~최대1억 정도가 적당하다 봅니다 그리고 재산분활5:5 말이 않되지요 죄를 지은자와 동등하게. 주는게 아니라 재산분활은 배우자 협의로 정해지는걸루 않주면 못받아가는거죠 양육권도 배우자에게 우선권을 주되 어떻게 준비를 하는 아이를 키울 준비가 되어있는지를 검토후 유책이배우자 협의로 결정해야 함을 요청드립니다

2.외도를 한번하든 10번을하든 유책배우자에게. 위자료. 청구는 한번으로 끝이더군요 그것도 최대3000 기본1500
이건 정말 말이 않되지요 누적으로가야 된다고 봅니다
2배4배8배~씩으로 배로 세게 법이 바껴야 한다고봅니다

3. 외도를 용서를 하고 새줄발하자고 서로협의해서 억대의 생애초초 대출을 받아 2%대의 최저 이자율을 딱한번 받을수 있는데 집살때까지 가만히 있다가. 집산후 이혼소장 접수후 집을 상대로 재산분할을 겁니다
이럴땐 아무것도 모루고 새출발을 위해 힘쓴 사람은 등뒤에 수십개의 칼을 찔린 심정입니다 그동안 생활비다 뭐다
돈도 같다 쓰면서 초소2달 동안 속이고 있었다는거죠
이런 대비책으로 재산분활은 배우자합의로하고. 대출과 생활비지급에대한 보상 피해를 해줘야합니다보통 아파트대출이 4.5%이니 약두배의 금액을 대출계약 기간만큼 물어야 한다고 봅니다 그집은 새출발을 위한집이지 아이들과 배우자가 살집이 아니니 다시 이사를 가야하지요
절대적으로 필요해 보이는 법입니다

4. 유책배우자를 용서를 하고 새출을 하는데 주위사람든 (양가가족)의 가스라이팅과 이간질 등으로 유책이가 이혼소장을 보내오는 경우도 있습니다
이럴경우 부부는 새출발하기로 했는데 한쪽집안의 방해로
소장을 보내온다면 대부분 기각으로 끝나겠지만
정신적피해, 경제적 피해 등 가정파탄의 책임을 증거확보만 된다면 정신적 피해 위자료를 물을수 있어야 된다고 봅니다
5. 두 외도자들은 사회적, 도덕적 물의를 일으켜 으니
정신고상담과 심리상담 그리고 사회봉사 명령을 받게
해된다고봅니다 그리고 그 죄질이 매우크다면 오도만2~3번 상습적으로 했다면 배우자 협의에 의해 신상정보공개
해야 한다고보니다",290,2024-02-14,2024-03-15
986,기타,인스타 부업 사기 피해구제에 관한 청원,"요즘 기승하고 있는 인스타 부업 사기에 대해 이야기해보려 합니다.
인스타에서 부업으로 수익 인증을 하고 있고 팔로우가 와서 연락 드리니 게임 사이트를 소개하면서 자신들은 프로그램을 이용하여
100% 원금과 수익을 보장한다고 하며 최소 100만원부터 시작하며 수수료는 수익 출금 하고 30% 를 주면 된다고 하여
해당 사이트에 회원 가입을 한 뒤 운영진에게 카톡으로 문의하여 입금을 유도 합니다.
300만원이 30분~1시간만에 1800만원의 수익이 났고 출금을 하려하니
첫 회원이 이렇게 수익이 많이 나면 인증을 하여야 한다하며 6001500원을 입금 하였고, 이후 출금 요청 시
개인정보 변경이 확인되어 인증을 한번 더 해야 한다며 300-900-900-600만원 입금을 하였고 
이후에는 해외 ip 확인된다며 추가 입금을 요구하여 사기인것을 인지 했습니다.
이후 경찰서 방문하여 사이버 수사대에 신고 했으나 진전이 없고, 은행에 지급정지를 하러 갔으나 보이스피싱/메신저 피싱이 아니라 해줄 수 없으며 경찰에서 공문을 보내야 한다고 하지만 경찰에서도 보이스피싱/메신저 피싱이 아니라 할 수 없다는 말을 들었습니다.
은행 피해구제 또한 동일한 답변을 받았습니다.
하루에도 몇 건 씩 이러한 사기에 피해를 당하는 피해자가 늘어나는데 우리 나라 법은 아직 보이스피싱/메신저 피싱에만 멈춰 있습니다.
우두머리는 해외에 있어 못 잡는다는 말만 하고, 계좌도 지급정지도 안해주고 은행 피해구제도 되지 않습니다.
지금도 버젓이 활동하는 사기꾼들을 보며 피해자들은 눈물을 머금고 대출에, 빚에, 잠도 못 잡니다.
인스타 사기 피해도 피해구제를 요청합니다.",290,2023-02-24,2023-03-26
987,보건의료,"SNS를 통한 마약판매와 구매, 광고 등에 대한 법 제정에 관한 청원","< 이은영 and 전연규. (2022). 청소년 신종마약사범의 실태에 관한 연구. 한국중독범죄학회보, 12(3), 85-102. > 과 < 양혜정.(2022).마약류 중독 예방과 치료를 위한 법 제정 필요성에 관한 연구.한국경찰학회보,24(6),223-246. > 에 따르면 청소년 마약사범이 최근 10년 사이 10배가 넘도록 급증하고 있어 몇 년 후에는 마약범죄의 주된 가해 및 피해 연령층이 청소년이 될 가능성이 높다고 한다. 청소년 마약범죄의 주된 원인으로는 SNS를 통해 올라온 마약에 대한 정보나 판매 광고가 큰 영향을 미치고 있다. 청소년들의 마약범죄률을 낮추고 범죄를 예방하기 위해 SNS와 같은 전자 상에서 마약을 판매, 구매하거나 광고하는 행위에 대한 법을 개정할 필요가 있다.

현재 마약류 관리에 관한 법률 제 28조 제 3항을 위반하여 전자거래를 통해 마약을 판매한 행위에 대한 처벌은 마약류 관리에 관한 법률 61조 (벌칙) 에 의해 처벌되며 5년 이하의 징역 또는 5천만원 이하의 벌금에 처해진다. 
또한 마약류 관리에 관한 법률 4조 1항을 위반하여 마약을 수출입, 제조, 매매하거나 매매를 알선한 자 또는 그러할 목적으로 소지, 소유하는 자는 마약류 관리에 관한 법률 제58조 1항에 의해 무기 또는 5년 이상의 징역에 처해진다. 
위 법률들은 모두 마약 판매행위에 대한 법률들로 마약을 구매하는 경우에도 58조에 의해 처벌받을 수 있으나 마약류 61조와 같이 전자 상에서 이루어지는 마약 구매에 대한 처벌은 없다. 따라서 전자 상에서 이루어지는 마약 구매 또한 판매와 같이 마약류 관리에 관한 법률 61조로 처벌하거나 이와 관련된 법률을 제정하여 처벌해야한다. 
전자거래를 유도하는 광고에 대해서도 현재 마약류 관리에 관한 법률 14조 에 따르면 마약류제조업자, 마약류수출입업자는 품목허가를 받은 마약 또는 향정신성의약품을 의학, 약학, 수의학에 관한 전문가 등을 대상으로 하는 매체 또는 수단에 의한 경우에 한정하여 광고할 수 있다. 라고만 나타나있다. 하지만 이 법률에서 마약류제조업자, 마약류수출입업자는 국가법에 따라 허가 또는 지정을 받은 자이며 불법으로 국가의 허가 없이 마약을 판매하는 사람들이 마약판매를 광고하는 행위에 대한 처벌을 없다. 따라서 이 행위에 대한 법률도 제정할 필요가 있다. 
대한민국의 마약범죄률을 낮추고 마약범죄를 예방하기 위해 꼭 마약 전자거래에 대한 법 제정이 필요하다. 

참고자료 <류부곤.(2022).마약류범죄 수사와 관련한 형사법적 고찰 : 특정 수사기법 및 마약류관리법 정비방안을 중심으로.범죄수사학연구,8(2),5-29.> ",290,2023-06-20,2023-07-20
